Transaction number,Supplier,Amount,Service Area,Category,Transaction Date,Period,Sme,Costs split between Babergh and Mid Suffolk District Council,% transactions apportioned to Babergh District Council
21020198,Badwell Ash PCC No 2 Deposit,"1,100.00",Asset Utilisation,"Property Repairs, Maintenance & Alterations",25/03/2025,202503,SML,N,
21020218,Alphabet GB Ltd,"6,954.83",Trades Team,Contract Hire Scheme Lease Car Payments,01/05/2025,202503,LRG,Y,52%
21020220,Alphabet GB Ltd,"7,229.34",Trades Team,Contract Hire Scheme Lease Car Payments,01/05/2025,202503,LRG,Y,52%
21020274,Land Survey Sols Ltd T/A Survey Sols,"2,900.00","Stowmarket Health, Education and Leisure Facilities (SHELF) project",Surveys,14/05/2025,202503,SML,N,
21020314,Tankchange Ltd,"2,595.00",Trades Team,"Property Repairs, Maintenance & Alterations",02/05/2025,202503,SML,N,
21020320,RPS-Retail Project Solutions Ltd,"3,121.49",Changing Places,Consultancy Services,08/04/2025,202503,SML,N,
21020355,East Of England LGA,"11,146.18","Strategic Policy, Performance and Insight",Subscriptions (non staff),07/05/2025,202503,SML,N,
21020362,Truckeast Ltd,587.18,Street and Major Road Cleansing,Vehicles & Plant Repairs,12/05/2025,202503,LRG,N,
21020415,Tankchange Ltd,"2,100.00",Building Services Compliance,Capital Improvements,19/05/2025,202503,SML,N,
21020437,Aran Insulation Ltd,"4,424.88",Building Services Assets,Capital Improvements,19/05/2025,202503,SML,N,
21020561,Gallagher Car & Van Rentals Ltd,"1,288.00",Domestic Waste,Refuse Contract,20/05/2025,202503,LRG,N,
21020563,E.On Next,177.67,New Build Programme,Electricity,14/05/2025,202503,LRG,N,
21020563,E.On Next,406.59,New Build Programme,Gas,14/05/2025,202503,LRG,N,
21020646,Suffolk Doors & Windows Ltd,990.00,Building Services Assets,Payments to Contractors,16/05/2025,202503,SML,N,
21020651,Newsquest Media Group,954.24,Development Policy and Local Plans,"Publicity, Advertising & Marketing",23/05/2025,202503,LRG,Y,50%
21020657,Monthind Clean Ltd,"2,804.00",Tenancy Services,Window Cleaning,24/05/2025,202503,LRG,N,
21020727,Knowles Associates TFM Ltd,871.38,Open Spaces,Contract Hire Scheme Lease Car Payments,21/02/2025,202503,SML,N,
21020728,Knowles Associates TFM Ltd,682.00,Open Spaces,Purchase of Vehicles,24/03/2025,202503,SML,Y,50%
21020729,Knowles Associates TFM Ltd,"1,342.00",Open Spaces,Contract Hire Scheme Lease Car Payments,25/05/2025,202503,SML,N,
21020738,Hudson Media Partnership Ltd,877.50,Trades Team,Vehicles & Plant Repairs,20/05/2025,202503,SML,Y,52%
21020748,Hudson Media Partnership Ltd,877.50,Trades Team,Vehicles & Plant Repairs,30/05/2025,202503,SML,Y,52%
21020756,T H Moss And Sons Ltd,"3,763.30",Trades Team,"Property Repairs, Maintenance & Alterations",28/05/2025,202503,SML,N,
21020762,Daniel Fisher Architectural Visualisation LTD,"1,450.00",MSM Feasibility and Match Funding,Consultancy Services,28/05/2025,202503,SML,N,
21020774,Birketts LLP,868.00,New Build Programme,External Consultants,24/12/2024,202503,LRG,N,
21020819,Clarke And Simpson,"1,975.00",Asset Utilisation,Consultancy Services,28/05/2025,202503,SML,N,
21020820,Clarke And Simpson,"1,125.00",Asset Utilisation,Consultancy Services,28/05/2025,202503,SML,N,
21020842,Enviroawards Ltd,750.00,Joint Waste Contract,Training - Post Entry,29/05/2025,202503,SML,Y,50%
21020846,ASHI Group Ltd T/A Anglian Building Products,"21,058.12",Building Services Assets,Payments to Contractors,28/04/2025,202503,LRG,N,
21020849,Fore-Most Garage Doors Ltd,"1,188.90",Building Services Assets,"Property Repairs, Maintenance & Alterations",30/05/2025,202503,SML,N,
21020856,Dalrod Drainage Solutions,"1,977.80",Creeting Road Depot,Grounds & Site Maintenance,29/05/2025,202503,SML,Y,50%
21020870,East Anglia Cleaning Services Ltd,540.80,Public Conveniences,Contracted Services,29/05/2025,202503,SML,N,
21020894,East Anglia Cleaning Services Ltd,"1,912.08",Joint Waste Contract,Contract Cleaning,29/05/2025,202503,SML,Y,50%
21020899,Bevan Brittan LLP,583.00,Trades Team,Legal Expenses,28/05/2025,202503,LRG,N,
21020908,A E White Surfacing,"4,890.00",Building Services Assets,Estate Maintenance,29/05/2025,202503,SML,N,
21020909,Lombard Shipping PLC,956.75,Joint Waste Contract,"Purchase of Equipment, Tools & Materials",30/05/2025,202503,SML,Y,51.5%
21020920,Gill Associates (Ipswich) Limited,"1,425.00","Stowmarket Health, Education and Leisure Facilities (SHELF) project",Consultancy Services,30/05/2025,202503,SML,N,
21020939,Grangewood Plastic Packaging Ltd,"13,300.00",Joint Waste Contract,Refuse Bins,30/05/2025,202503,SML,Y,20%
21020940,Grangewood Plastic Packaging Ltd,"2,400.00",Domestic Waste,Refuse Bins,30/05/2025,202503,SML,Y,50%
21020957,Frank Shaw Associates Ltd,"9,600.00",MSM Feasibility and Match Funding,Consultancy Services,30/05/2025,202503,SML,N,
21020961,T H Moss And Sons Ltd,798.68,Trades Team,"Property Repairs, Maintenance & Alterations",30/05/2025,202503,SML,N,
21020971,Rapid Response Maintenance Ltd,"1,648.91",Trades Team,"Property Repairs, Maintenance & Alterations",23/05/2025,202503,SML,N,
21020972,Rapid Response Maintenance Ltd,"1,851.52",Trades Team,"Property Repairs, Maintenance & Alterations",23/05/2025,202503,SML,N,
21020979,E.On Next,148.75,New Build Programme,Electricity,16/05/2025,202503,LRG,N,
21020979,E.On Next,389.02,New Build Programme,Gas,16/05/2025,202503,LRG,N,
21020980,Material Change Composting Ltd,815.43,Open Spaces,Other Waste costs,31/05/2025,202503,LRG,N,
21020982,Fellbridge Building Services,"1,261.40",Voids,"Property Repairs, Maintenance & Alterations",02/06/2025,202503,SML,N,
21020983,Fellbridge Building Services,"18,021.32",Voids,"Property Repairs, Maintenance & Alterations",02/06/2025,202503,SML,N,
21020987,Fellbridge Building Services,"4,148.29",Voids,"Property Repairs, Maintenance & Alterations",02/06/2025,202503,SML,N,
21020988,Private Landlord,795.00,Guaranteed Rent Scheme,Building Rents,02/06/2025,202503,STR,N,
21020995,Paul Wright & Co,775.00,Guaranteed Rent Scheme,Building Rents,02/06/2025,202503,SML,N,
21021004,Paul Wright & Co,850.00,Guaranteed Rent Scheme,Building Rents,02/06/2025,202503,SML,N,
21021008,E.On Next,"1,104.90",Tenancy Services,Electricity,02/06/2025,202503,LRG,N,
21021018,Optima UK Inc. Ltd,"15,000.00",Shared Prosperity Fund,Consultancy Services,30/05/2025,202503,SML,N,
21021020,Private Landlord,690.00,Guaranteed Rent Scheme,Building Rents,02/06/2025,202503,STR,N,
21021028,Benicia Properties Ltd,695.00,Guaranteed Rent Scheme,Building Rents,02/06/2025,202503,SML,N,
21021039,Cornerstone Barristers,"2,500.00",Planning Enforcement,Legal Expenses,27/05/2025,202503,SML,N,
21021040,Modece Architects Ltd,"3,000.00",Heritage,Consultancy Services,01/05/2025,202503,SML,N,
21021056,Bower Fuller,500.00,Building Services Compliance,"Property Repairs, Maintenance & Alterations",30/05/2025,202503,SML,N,
21021078,Huws Gray Ltd,"54,886.53",Trades Team,"Purchase of Equipment, Tools & Materials",01/05/2025,202503,LRG,Y,52%
21021084,Mendlesham Homes Ltd,"1,300.00",Guaranteed Rent Scheme,Building Rents,03/06/2025,202503,SML,N,
21021086,Private Landlord,800.00,Guaranteed Rent Scheme,Building Rents,03/06/2025,202503,STR,N,
21021087,Private Landlord,850.00,Guaranteed Rent Scheme,Building Rents,03/06/2025,202503,STR,N,
21021102,Button & Turner Ltd,"1,103.04",Open Spaces,Vehicles & Plant Repairs,16/05/2025,202503,SML,N,
21021108,Kinto UK Ltd,"5,818.68",Trades Team,Contract Hire Scheme Lease Car Payments,15/05/2025,202503,LRG,Y,52%
21021114,Aran Insulation Ltd,"1,660.00",Trades Team,"Property Repairs, Maintenance & Alterations",03/06/2025,202503,SML,N,
21021116,Suffolk Chamber Of Commerce,925.00,"Strategic Policy, Performance and Insight",Subscriptions (non staff),01/02/2025,202503,SML,N,
21021120,The Stowmarket Glass Company Ltd,638.80,Trades Team,"Purchase of Equipment, Tools & Materials",07/03/2025,202503,SML,N,
21021121,The Stowmarket Glass Company Ltd,522.86,Trades Team,"Purchase of Equipment, Tools & Materials",07/03/2025,202503,SML,N,
21021122,The Stowmarket Glass Company Ltd,535.52,Trades Team,"Purchase of Equipment, Tools & Materials",07/03/2025,202503,SML,N,
21021133,Mixbrow Ltd,"3,319.18",Voids,"Property Repairs, Maintenance & Alterations",02/06/2025,202503,SML,N,
21021136,Richard Utting Associates LLP,"2,470.00",New Build Programme,External Consultants,31/05/2025,202503,SML,N,
21021140,Hamilton Smith Lettings,570.00,Guaranteed Rent Scheme,Building Rents,04/06/2025,202503,SML,N,
21021145,The Oyster Partnership Ltd,"1,771.52",Building Services Compliance,Agency Staff,04/06/2025,202503,SML,Y,52%
21021154,Northumbrian Water Ltd,"1,832.35",Food and Safety (General),Contracted Services,04/06/2025,202503,LRG,N,
21021161,Workwear (East Anglia) Ltd,594.24,Open Spaces,Clothing & Uniforms,13/03/2025,202503,SML,N,
21021162,Rocktime Ltd,"18,897.00",Licensing,Purchase of Software & Licences,05/06/2025,202503,SML,Y,50%
21021166,Stannah Stairlifts Ltd,"4,884.43",Disabled Facilities,"Property Repairs, Maintenance & Alterations",05/06/2025,202503,LRG,N,
21021167,G4S Cash Solutions Ltd,"1,462.50",Car Parks,Contracted Services,31/05/2025,202503,LRG,N,
21021176,Fellbridge Building Services,"5,344.84",Voids,"Property Repairs, Maintenance & Alterations",05/06/2025,202503,SML,N,
21021181,M & H Civil Engineering Ltd,675.00,Trades Team,"Property Repairs, Maintenance & Alterations",02/06/2025,202503,SML,N,
21021186,Precision Resource Group Ltd T/A Panoramic Associates,"2,500.00",Commissioning and Procurement,Agency Staff,03/06/2025,202503,LRG,Y,50%
21021188,Savills,"1,000.00",New Build Programme,Consultancy Services,10/04/2025,202503,SML,N,
21021191,Suffolk County Council,"2,400.00",Land Charges,Contracted Services,04/06/2025,202503,LRG,N,
21021193,English Security,603.52,Sheltered Accommodation,Health and Safety Buildings,05/06/2025,202503,SML,N,
21021201,English Security,523.52,Health & Safety and Fire PAC,Health and Safety Buildings,05/06/2025,202503,SML,N,
21021209,Allstar Business Solutions Ltd,"7,331.56",Trades Team,Vehicle & Plant Fuel,31/05/2025,202503,SML,Y,52%
21021210,Airborne Environmental Consultants Ltd,"5,402.99",Building Services Compliance,Asbestos Survey & Reinspection,31/03/2025,202503,SML,N,
21021228,Countrystyle Recycling Ltd,"5,141.41",Bring Sites,Contracted Services,31/05/2025,202503,SML,N,
21021230,Appello Careline Ltd,"5,791.76",Sheltered General Management,Community Alarm Costs,01/06/2025,202503,LRG,N,
21021231,Appello Careline Ltd,180.18,Homelessness Private Sector,Telephones,01/06/2025,202503,LRG,N,
21021231,Appello Careline Ltd,180.19,Civil Protection and Emergency Planning,Telephones,01/06/2025,202503,LRG,N,
21021231,Appello Careline Ltd,180.19,Building Control Commercial Income,Telephones,01/06/2025,202503,LRG,N,
21021231,Appello Careline Ltd,180.19,Environmental Protection,Telephones,01/06/2025,202503,LRG,N,
21021231,Appello Careline Ltd,"1,531.60",Trades Team,Telephones,01/06/2025,202503,LRG,N,
21021232,Newsquest Media Group,590.72,Development Management,"Publicity, Advertising & Marketing",05/06/2025,202503,LRG,N,
21021237,Studley Capital Ltd,593.75,MSM Feasibility and Match Funding,Consultancy Services,05/06/2025,202503,STR,N,
21021240,Mid-Suffolk Equine Vets Ltd,512.50,Food and Safety (General),Inspection Fees,25/04/2025,202503,SML,N,
21021246,Serco Ltd,"1,656.72",Joint Waste Contract,Vehicles & Plant Repairs,05/06/2025,202503,LRG,Y,50%
21021247,Serco Ltd,"10,337.92",Street and Major Road Cleansing,Vehicle & Plant Fuel,05/06/2025,202503,LRG,Y,50%
21021247,Serco Ltd,"10,337.94",Open Spaces,Vehicle & Plant Fuel,05/06/2025,202503,LRG,Y,50%
21021248,Serco Ltd,"9,732.30",Joint Waste Contract,Vehicle & Plant Fuel,05/06/2025,202503,LRG,Y,50%
21021254,Access Pay Suite,"9,483.86",Financial Resources,Contracted Services,06/06/2025,202503,LRG,N,
21021262,Suffolk Doors & Windows Ltd,"3,650.00",Building Services Assets,"Property Repairs, Maintenance & Alterations",06/06/2025,202503,SML,N,
21021266,Newsquest Media Group,590.72,Footpaths,"Publicity, Advertising & Marketing",06/06/2025,202503,LRG,N,
21021268,Suffolk Doors & Windows Ltd,"4,735.00",Trades Team,"Property Repairs, Maintenance & Alterations",06/06/2025,202503,SML,N,
21021269,J P Chick & Partners Ltd,"2,150.00","Stowmarket Health, Education and Leisure Facilities (SHELF) project",Surveys,30/05/2025,202503,SML,N,
21021278,Gallagher Car & Van Rentals Ltd,"1,288.00",Domestic Waste,Refuse Contract,31/05/2025,202503,LRG,N,
21021282,Private Landlord,925.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,STR,N,
21021283,Paul Wright & Co,800.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,SML,N,
21021284,Paul Wright & Co,600.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,SML,N,
21021292,L A C Cleaning Contractors Ltd,635.50,Other Temporary Accommodation,Contract Cleaning,05/06/2025,202503,SML,N,
21021297,D W Adams Ltd,"5,872.00",Building Services Assets,Payments to Contractors,09/06/2025,202503,SML,N,
21021301,Oakpark Security Systems Ltd,"7,220.40",Temporary Accommodation,Security / Surveillance Equipment Maintenance,09/06/2025,202503,LRG,N,
21021302,WT Design Ltd,"1,715.00",Other Temporary Accommodation,Contracted Services,09/06/2025,202503,SML,N,
21021303,Richard Utting Associates LLP,"1,650.00",Other Temporary Accommodation,Contracted Services,31/05/2025,202503,SML,N,
21021304,E.On Next,149.05,New Build Programme,Electricity,23/05/2025,202503,LRG,N,
21021304,E.On Next,391.06,New Build Programme,Gas,23/05/2025,202503,LRG,N,
21021306,Private Landlord,600.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,SML,N,
21021307,Private Landlord,510.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,STR,N,
21021308,WT Design Ltd,500.00,Chilton Depot,Contracted Services,09/06/2025,202503,SML,Y,50%
21021308,WT Design Ltd,500.00,Creeting Road Depot,Contracted Services,09/06/2025,202503,SML,Y,50%
21021309,Paul Wright & Co,560.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,SML,N,
21021311,Gasway Services Ltd,947.37,Building Services Compliance,Contract: Heating,09/06/2025,202503,SML,N,
21021311,Gasway Services Ltd,"8,106.63",Sheltered Accommodation,Contract: Heating,09/06/2025,202503,SML,N,
21021311,Gasway Services Ltd,947.37,Temporary Accommodation,Contract: Heating,09/06/2025,202503,SML,N,
21021311,Gasway Services Ltd,970.44,Tenancy Services,Contract: Heating,09/06/2025,202503,SML,N,
21021320,Private Landlord,715.00,Guaranteed Rent Scheme,Building Rents,09/06/2025,202503,STR,N,
21021329,Ecolytik Ltd,540.00,Development Management,Consultancy Services,30/05/2025,202503,SML,Y,44%
21021337,LAC Services (East Anglia) Ltd,529.43,Tenancy Services,Health and Safety Buildings,09/06/2025,202503,SML,N,
21021344,Fellbridge Building Services,"1,658.02",Trades Team,"Property Repairs, Maintenance & Alterations",09/06/2025,202503,SML,N,
21021348,Warwickshire County Council,750.00,Economy and Business,Consultancy Services,09/06/2025,202503,LRG,Y,50%
21021349,Ipserv Ltd,167.07,Central Printing,Printing,31/05/2025,202503,SML,N,
21021349,Ipserv Ltd,"1,223.95",Communications,Printing,31/05/2025,202503,SML,N,
21021352,T H Moss And Sons Ltd,"1,223.89",Trades Team,"Property Repairs, Maintenance & Alterations",09/06/2025,202503,SML,N,
21021353,T H Moss And Sons Ltd,"1,413.45",Trades Team,"Property Repairs, Maintenance & Alterations",09/06/2025,202503,SML,N,
21021354,T H Moss And Sons Ltd,920.00,Trades Team,"Property Repairs, Maintenance & Alterations",09/06/2025,202503,SML,N,
21021388,FMG Consulting Ltd,"1,650.00",MSM Feasibility and Match Funding,Consultancy Services,30/04/2025,202503,SML,N,
21021390,Penna Plc,"11,760.00",Senior Leadership Team,Agency Staff,03/06/2025,202503,SML,Y,50%
21021391,Stowmarket Town Council,700.00,Holiday Activity Fund (HAF) - Family Fun Days,"Purchase of Equipment, Tools & Materials",31/05/2025,202503,SML,N,
21021394,Stannah Stairlifts Ltd,"5,768.00",Building Services Assets,Payments to Contractors,10/06/2025,202503,LRG,N,
21021399,Premier Education,637.78,Holiday Activity Fund,"Grants, Contributions & Donations",03/06/2025,202503,SML,N,
21021410,Aspect Contracts Ltd,"2,149.00",Building Services Compliance,Asbestos Removal,30/04/2025,202503,LRG,N,
21021413,Dalrod Drainage Solutions,"1,775.00",Creeting Road Depot,Grounds & Site Maintenance,10/06/2025,202503,SML,Y,50%
21021418,Rapid Response Maintenance Ltd,"3,390.43",Voids,"Property Repairs, Maintenance & Alterations",05/06/2025,202503,SML,N,
21021419,Rapid Response Maintenance Ltd,"2,852.60",Voids,"Property Repairs, Maintenance & Alterations",22/05/2025,202503,SML,N,
21021428,Park Avenue Recruitment Ltd,"1,800.00",Development Management,Consultancy Services,11/06/2025,202503,SML,N,
21021429,T H Moss And Sons Ltd,"1,368.35",Trades Team,"Property Repairs, Maintenance & Alterations",09/06/2025,202503,SML,N,
21021437,Central Tyre Ltd,920.00,Street and Major Road Cleansing,Vehicles & Plant Repairs,10/06/2025,202503,SML,N,
21021440,Benicia Properties Ltd,650.00,Guaranteed Rent Scheme,Building Rents,11/06/2025,202503,SML,N,
21021442,Penna Plc,"15,151.50",Development Policy and Local Plans,Agency Staff,03/06/2025,202503,SML,N,
21021445,Central Tyre Ltd,624.00,Street and Major Road Cleansing,Vehicles & Plant Repairs,11/06/2025,202503,SML,N,
21021454,Hamilton Smith Lettings,590.00,Guaranteed Rent Scheme,Building Rents,11/06/2025,202503,SML,N,
21021458,Map Lettings & Property Management,"1,250.00",Guaranteed Rent Scheme,Building Rents,11/06/2025,202503,SML,N,
21021477,Kinto UK Ltd,"6,258.73",Trades Team,Contract Hire Scheme Lease Car Payments,29/05/2025,202503,LRG,Y,52%
21021485,Metro Rod Ltd,"1,968.92",Trades Team,"Property Repairs, Maintenance & Alterations",11/06/2025,202503,SML,N,
21021486,The Oyster Partnership Ltd,"2,187.40",Building Services Compliance,Agency Staff,11/06/2025,202503,SML,Y,52%
21021487,Hethel Innovation Ltd,"2,205.00",MSM Feasibility and Match Funding,Contracted Services,10/06/2025,202503,LRG,N,
21021495,Seager Home Solutions,"39,784.89",Building Services Assets,Payments to Contractors,10/06/2025,202503,SML,N,
21021496,Seager Home Solutions,"11,504.49",Building Services Assets,Payments to Contractors,10/06/2025,202503,SML,N,
21021498,Seager Home Solutions,"17,925.62",Building Services Assets,Payments to Contractors,10/06/2025,202503,SML,N,
21021499,Seager Home Solutions,"20,228.44",Building Services Assets,Payments to Contractors,10/06/2025,202503,SML,N,
21021503,Serco Ltd,"1,155.68",Street and Major Road Cleansing,Vehicles & Plant Repairs,10/06/2025,202503,LRG,N,
21021514,Anglian Water,"1,699.50",Sheltered Accommodation,Water Services,03/06/2025,202503,LRG,N,
21021515,Eunomia Research & Consulting Ltd,"2,000.00",Joint Waste Contract,Contracted Services,09/06/2025,202503,SML,Y,50%
21021523,East Suffolk Council,"12,090.20",Independent Living Service,Consultancy Services,10/06/2025,202503,LRG,N,
21021524,Association Of Retained Council Housing,"2,500.00",Regulatory and Support Services,Subscriptions (non staff),05/06/2025,202503,SML,Y,50%
21021527,Fellbridge Building Services,"7,462.74",Voids,"Property Repairs, Maintenance & Alterations",12/06/2025,202503,SML,N,
21021529,Fellbridge Building Services,"3,890.98",Voids,"Property Repairs, Maintenance & Alterations",12/06/2025,202503,SML,N,
21021531,The Housing Ombudsman,"27,912.28",Regulatory and Support Services,Subscriptions (non staff),06/06/2025,202503,LRG,N,
21021532,Aran Insulation Ltd,780.00,Trades Team,"Property Repairs, Maintenance & Alterations",12/06/2025,202503,SML,N,
21021536,Aran Insulation Ltd,"1,420.00",Trades Team,"Property Repairs, Maintenance & Alterations",12/06/2025,202503,SML,N,
21021536,Aran Insulation Ltd,"1,796.16",Building Services Assets,Capital Improvements,12/06/2025,202503,SML,N,
21021545,Newsquest Media Group,545.28,Development Management,"Publicity, Advertising & Marketing",12/06/2025,202503,LRG,N,
21021546,Mansion House Publishing Ltd,548.25,Independent Living Service,"Publicity, Advertising & Marketing",11/06/2025,202503,SML,N,
21021551,Onyx Solutions (East) Ltd,"2,410.94",Building Services Compliance,Capital Improvements,11/06/2025,202503,SML,N,
21021553,Houghton and Son Ltd,"6,786.70",PV Panels,Contract: Electrical Testing,20/05/2025,202503,SML,N,
21021555,Storm Environmental Ltd,"6,600.00",Joint Waste Contract,Other Capital Expenditure,11/06/2025,202503,SML,Y,50%
21021556,Storm Environmental Ltd,"3,300.00",Joint Waste Contract,Other Capital Expenditure,11/06/2025,202503,SML,Y,50%
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,724.52,Creeting Road Depot,Water Services,12/06/2025,202503,LRG,y,50%
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,86.15,Headquarters General,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,18.98,HRA Strategic Property,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,18.01,Open Spaces,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,400.18,Public Conveniences,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,10.01,Recycling Centre,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,7.95,Sewage Treatment Works,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,"1,713.68",Sheltered Accommodation,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,19.41,Tacon Close Eye Touch Down Point (TDP),Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,93.44,Temporary Accommodation,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,18.01,Tenancy Services,Water Services,12/06/2025,202503,LRG,N,
21021557,Anglian Water Bus (Nat) Ltd T/A Wave,36.77,Wingfield Barns,Water Services,12/06/2025,202503,LRG,N,
21021559,Rose Builders Ltd,"69,950.78",New Build Programme,Payments to Contractors,09/06/2025,202503,SML,N,
21021561,Ernst & Young LLP,"80,598.00",External Audit,Audit Fees - standard,12/06/2025,202503,LRG,N,
21021577,D W Adams Ltd,"6,094.00",Building Services Assets,Payments to Contractors,13/06/2025,202503,SML,N,
21021585,MB Trees (East Anglia) Ltd,"3,100.00",Public Tree Programme,Tree felling/maintenance,13/06/2025,202503,SML,N,
21021586,MB Trees (East Anglia) Ltd,"1,760.00",Public Tree Programme,Tree felling/maintenance,13/06/2025,202503,SML,N,
21021587,M & H Civil Engineering Ltd,962.72,Trades Team,"Property Repairs, Maintenance & Alterations",10/06/2025,202503,SML,N,
21021588,M & H Civil Engineering Ltd,754.20,Trades Team,"Property Repairs, Maintenance & Alterations",11/06/2025,202503,SML,N,
21021591,MB Trees (East Anglia) Ltd,"2,400.00",Public Tree Programme,Tree felling/maintenance,13/06/2025,202503,SML,N,
21021592,A E White Surfacing,"2,080.00",Building Services Assets,Estate Maintenance,13/06/2025,202503,SML,N,
21021599,Spaldings Ltd,550.00,Street and Major Road Cleansing,"Purchase of Equipment, Tools & Materials",25/09/2024,202503,SML,N,
21021604,Clyde & Co Claims,"1,095.00",HR,Legal Expenses,28/04/2025,202503,LRG,N,
21021609,Chipside Ltd,"1,224.75",Car Parks,Contracted Services,31/05/2025,202503,SML,N,
21021619,Oakpark Security Systems Ltd,643.50,Mid Suffolk Growth Ltd,Security / Surveillance Equipment Maintenance,09/06/2025,202503,LRG,N,
21021620,Truckeast Ltd,587.18,Street and Major Road Cleansing,Vehicles & Plant Repairs,01/06/2025,202503,LRG,N,
21021622,Surefire Services Ltd,"6,730.00",Health & Safety and Fire PAC,Health and Safety Buildings,13/06/2025,202503,SML,Y,50%
21021624,Regulator of Social Housing,"26,009.75",Regulatory and Support Services,Subscriptions (non staff),07/04/2025,202503,SML,N,
21021632,T H Moss And Sons Ltd,"16,024.50",Building Services Assets,Capital Improvements,13/06/2025,202503,SML,N,
21021633,T H Moss And Sons Ltd,"1,688.00",Trades Team,"Property Repairs, Maintenance & Alterations",13/06/2025,202503,SML,N,
21021635,Private Landlord,600.00,Guaranteed Rent Scheme,Building Rents,16/06/2025,202503,STR,N,
21021636,Private Landlord,895.00,Guaranteed Rent Scheme,Building Rents,16/06/2025,202503,STR,N,
21021642,Clarke Fencing Ltd,683.90,Open Spaces,"Purchase of Equipment, Tools & Materials",13/06/2025,202503,SML,N,
21021644,Mixbrow Ltd,"7,175.94",Building Services Assets,Payments to Contractors,16/06/2025,202503,SML,N,
21021645,Mixbrow Ltd,"7,095.88",Building Services Assets,Payments to Contractors,16/06/2025,202503,SML,N,
21021646,Mixbrow Ltd,"18,618.00",Building Services Assets,Payments to Contractors,13/06/2025,202503,SML,N,
21021650,Culligan (UK) Ltd,"1,664.15",Creeting Road Depot,Other Supplies & Services,15/06/2025,202503,LRG,Y,50%
21021652,Bucher Municipal Ltd,509.71,Street and Major Road Cleansing,Vehicles & Plant Repairs,06/06/2025,202503,LRG,N,
21021654,Hamilton Smith Lettings,550.00,Guaranteed Rent Scheme,Building Rents,16/06/2025,202503,SML,N,
21021655,Bucher Municipal Ltd,818.48,Open Spaces,Vehicles & Plant Repairs,20/05/2025,202503,LRG,N,
21021661,Rapid Response Maintenance Ltd,"2,936.00",Voids,"Property Repairs, Maintenance & Alterations",06/06/2025,202503,SML,N,
21021666,LAC Services (East Anglia) Ltd,803.25,Sheltered Accommodation,Health and Safety Buildings,16/06/2025,202503,SML,N,
21021680,Suffolk Doors & Windows Ltd,"2,700.00",Building Services Assets,"Property Repairs, Maintenance & Alterations",16/06/2025,202503,SML,N,
21021687,Houghton and Son Ltd,"28,813.08",PV Panels,"Property Repairs, Maintenance & Alterations",21/05/2025,202503,SML,N,
21021690,Sheltered Housing Rentals Ltd,680.00,Guaranteed Rent Scheme,Building Rents,16/06/2025,202503,SML,N,
21021694,Insight Technology (Suffolk) Ltd,"1,564.50",Sheltered Accommodation,Health and Safety Buildings,17/06/2025,202503,SML,N,
21021708,Paul Wright & Co,850.00,Guaranteed Rent Scheme,Building Rents,17/06/2025,202503,SML,N,
21021714,Paul Wright & Co,795.00,Guaranteed Rent Scheme,Building Rents,17/06/2025,202503,SML,N,
21021715,Paul Wright & Co,577.50,Guaranteed Rent Scheme,Building Rents,17/06/2025,202503,SML,N,
21021720,SEFE Energy Ltd,166.94,Creeting Road Depot,Gas,13/06/2025,202503,LRG,Y,50%
21021720,SEFE Energy Ltd,29.80,Headquarters General,Gas,13/06/2025,202503,LRG,N,
21021720,SEFE Energy Ltd,115.61,Other HRA Temp Accommodation,Gas,13/06/2025,202503,LRG,N,
21021720,SEFE Energy Ltd,168.81,Other Temporary Accommodation,Gas,13/06/2025,202503,LRG,N,
21021720,SEFE Energy Ltd,"7,101.42",Sheltered Accommodation,Gas,13/06/2025,202503,LRG,N,
21021720,SEFE Energy Ltd,450.28,Temporary Accommodation,Gas,13/06/2025,202503,LRG,N,
21021720,SEFE Energy Ltd,278.42,Tenancy Services,Gas,13/06/2025,202503,LRG,N,
